Temperature [_ C] ;Humidity [%];Soil moisture %;Reference evapotranspiration (mm/giorno);Evapotranspiration (mm/giorno);Crop Coefficient;Crop Coefficient stage;Nitrogen [mg/kg];Phosphorus [mg/kg];Potassium;Solar Radiation ghi;Wind Speed;Days of planted;pH
31.27;67.27;66,17%;3,328773619;4,926849519;1.34;Last stage;110;81;132;727.57;2.06;185;5.21
27.46;79.53;60,73%;6,993583802;1,952067396;0.97;Last stage;97;93;121;480.44;2.43;185;6.17
25.97;69.19;44,64%;2,756579634;3,251146132;0.72;Last stage;72;93;65;674.8;2.39;185;3.38
19.18;89.64;21,22%;1,680153181;1,294351576;1.29;Last stage;108;109;118;426.92;2.75;185;5.5
21.19;65.98;53,57%;5,458320405;4,111782932;1.14;Last stage;75;107;31;397.11;3.22;185;6.29
30.85;72.82;57,43%;2,918230777;5,416805394;1.14;Last stage;101;84;133;316.62;0.5;185;5.3
18.12;66.92;36,33%;2,647574156;3,691916854;0.98;Last stage;54;25;102;401.54;1.53;185;3.28
21.02;92.57;22,30%;4,353010573;2,233572662;1.26;Last stage;51;70;120;424.97;2.48;185;4.77
21.91;75.59;25,52%;2,920823343;3,259157149;1.26;Last stage;118;29;101;195.49;1.54;185;3.32
25.44;92.97;34,89%;4,64536757;2,328586687;1.39;Last stage;90;60;38;678.22;3.41;185;6.14
24.95;95.49;47,62%;2,670949159;2,064811122;1;Last stage;104;24;73;447.9;2.45;185;3.29
30.07;93.36;16,25%;6,098053479;7,876921561;0.61;Last stage;81;92;48;81.42;1.79;185;6.69
21.17;92;36,56%;6,120500177;5,099363223;0.53;Last stage;94;35;33;548.45;3.36;185;6.77
31.55;74.89;30,31%;2,676018589;1,478385188;0.68;Last stage;110;101;91;264.39;1.32;185;5.56
22.51;77.59;51,54%;1,71894287;7,327798805;1.03;Last stage;98;97;101;301.46;2.25;185;5.67
18.44;69.76;36,41%;2,50833609;5,33857272;0.89;Last stage;95;99;122;367.11;3.43;185;6.94
19.59;88.33;14,87%;5,470315379;5,132495131;0.79;Last stage;100;74;103;428.82;2.3;185;3.86
28.41;84.39;17,84%;5,46204054;6,418583008;1.06;Last stage;72;101;103;564.12;0.56;185;6.93
27.37;66.48;47,92%;1,294186504;6,190357761;1.13;Last stage;91;26;57;213.22;2.59;185;5.25
20.97;89.16;22,80%;5,294438227;3,903069238;0.9;Last stage;49;50;94;103.62;0.93;185;6.89
18.55;90.51;66,08%;1,406143252;4,691107949;1.42;Last stage;90;63;64;375.39;3.41;185;4.97
23.85;95.75;31,85%;4,557690591;2,338538417;1.29;Last stage;67;42;57;473.16;2.57;185;4.44
18.64;84.55;22,23%;6,115464389;5,003636491;0.51;Last stage;107;104;93;772.92;0.96;185;5.67
25.56;70.53;18,87%;2,202042642;3,528457501;0.51;Last stage;118;100;124;623.68;3.41;185;5.94
23.67;86.2;54,00%;2,535420951;6,526193469;1.29;Last stage;105;108;24;409.37;3.22;185;6.64
27.28;94.08;23,18%;2,434700429;5,333997849;1.06;Last stage;105;50;36;217.74;1.41;185;5.94
21.76;60.89;40,05%;6,975174816;3,739921308;1.29;Last stage;99;76;44;384.11;2.74;185;4.59
20.97;81.73;56,70%;6,97101204;3,173625383;1.43;Last stage;101;57;30;759.49;1.13;185;6.23
18.29;70.2;49,85%;3,799628761;7,488013941;0.57;Last stage;78;30;86;697.47;1.94;185;3.63
18.97;60.65;29,18%;6,447857758;2,4712157;1.42;Last stage;95;44;35;117.93;1.31;190;4.14
18.84;91.73;13,07%;5,01117918;6,078540399;1.34;Last stage;80;19;91;670.99;3.21;190;5.44
20.81;60.45;31,78%;5,722297115;1,688818607;1.14;Last stage;55;59;128;179.03;1.52;190;3.68
19.7;74.14;30,14%;1,949378199;2,745193063;0.53;Last stage;53;16;124;27.67;0.86;190;4.78
30.9;92.66;28,66%;1,779408829;5,702357889;1.1;Last stage;68;98;35;187.33;1.77;190;3.24
25.28;70.68;40,04%;6,441257802;5,229396417;0.77;Last stage;112;75;105;296.9;1.91;190;4.37
30.53;80.5;62,88%;4,283214051;6,708310587;1.04;Last stage;70;69;25;244.78;3.13;190;6.5
31.76;75.54;29,26%;1,449331479;7,071348181;0.53;Last stage;58;66;23;652.66;0.97;190;6.56
23.68;80.33;43,51%;2,284670612;7,264808599;0.57;Last stage;66;34;77;699.89;1.79;190;5.38
31.37;68.1;18,31%;6,09422544;7,540610681;1.4;Last stage;117;36;115;427.39;2.9;190;6.54
31.29;92.64;59,08%;6,321544623;1,107667729;0.91;Last stage;97;88;101;575.76;2.77;190;3.07
29.94;87.86;50,23%;3,373333604;6,035423561;1.19;Last stage;68;58;132;27.01;1.3;190;4.66
24.69;68.89;34,97%;6,426701663;7,781246864;1.02;Last stage;64;79;23;490.24;3.44;190;4.5
18.12;68.18;61,07%;7,744409803;2,71406238;0.56;Last stage;113;90;101;69.45;2.13;190;3.5
22.76;61.1;66,31%;1,495399641;1,188786873;0.86;Last stage;104;109;72;348.04;2.28;190;6.97
27.06;92.57;58,66%;5,422646098;3,327009489;0.97;Last stage;69;35;51;327.93;1.16;190;4.85
22.22;66.18;60,57%;5,762771616;5,568618418;1.25;Last stage;66;104;137;618.18;2.74;190;3.91
20.12;84.35;28,88%;2,824643197;3,020437286;0.52;Last stage;74;25;86;268.05;3.41;190;3.65
25.31;71.11;45,01%;2,857855791;6,69878644;0.96;Last stage;119;83;38;243.21;3.22;190;4.95
23.36;79.62;44,69%;4,753188054;6,108055444;1.14;Last stage;85;99;83;122.98;1.54;190;6.95
25.17;95.41;58,02%;6,391456824;1,235675475;0.99;Last stage;54;79;73;139.91;1.7;190;5.63
31.53;89.16;41,19%;6,993976479;4,678576969;1.45;Last stage;76;61;80;40.69;0.9;190;3.54
27.8;75.56;38,74%;6,510259343;4,902592226;0.88;Last stage;87;76;139;496.44;2.46;190;4.25
30.69;69.77;19,45%;1,195405405;5,154618166;1.27;Last stage;66;102;99;128.18;0.88;190;6.6
26.27;88.84;29,89%;5,593817467;5,65519432;0.73;Last stage;74;24;70;329.5;3.45;190;6.78
30.85;63.39;47,30%;7,923778756;2,72638383;1.14;Last stage;59;82;116;180.23;3.15;190;5.53
31.66;75.05;58,10%;6,702739659;5,648554981;1;Last stage;112;102;100;258.09;1.41;190;3.45
19.83;73.12;18,50%;6,366598737;2,667559908;1.32;Last stage;60;72;121;179.5;1.86;190;6.69
23;61.48;17,00%;2,293349506;2,909558269;0.52;Last stage;57;39;43;400.32;0.58;190;5.68
28.34;76.23;54,23%;4,983165334;1,230485323;0.99;Last stage;82;52;48;554.98;1.74;190;4.44
24.25;92.49;30,29%;7,856805738;1,955453005;0.77;Last stage;73;103;109;298.62;2.88;190;4.55
26.3;79.54;37,33%;5,896627392;6,215124602;1.48;Last stage;98;48;127;140.39;3.42;190;3.31
25.34;87.97;28,68%;1,882596668;7,771532504;1.16;Last stage;63;26;38;113.77;1.72;190;5.55
26.96;79.96;29,19%;2,842498956;7,657472954;0.82;Last stage;86;82;80;722.68;1.77;190;3.28
22.35;90.07;49,07%;3,02320767;2,914711314;1.26;Last stage;109;34;62;53.95;0.7;190;3.31
18.91;70.53;23,02%;1,992146865;5,069579318;1.49;Last stage;91;16;139;791.77;1.16;195;4.4
27.19;91.34;57,70%;3,005148452;1,388287442;1.12;Last stage;64;68;57;520.92;1.86;195;6.41
24.89;93.65;48,70%;2,60340367;3,017521209;1.16;Last stage;113;19;58;381.57;1.52;195;4.37
22.95;82.24;15,07%;1,672422589;5,403708957;1.12;Last stage;117;60;57;801.08;2.48;195;6.68
21.39;89;42,72%;1,568301199;7,426211875;0.73;Last stage;113;93;128;203.41;2.43;195;5.82
21.32;61;24,12%;6,012167072;3,032816109;0.65;Last stage;96;24;123;702.02;3.36;195;6.81
26.27;73.58;41,72%;3,530119545;1,049811527;1.37;Last stage;93;17;36;481.36;1.78;195;4.06
25.66;70.7;35,96%;1,650457238;1,834144876;1.23;Last stage;115;21;125;256.07;1.1;195;5.07
31.97;88.12;51,26%;1,142783446;3,494676575;0.99;Last stage;75;23;109;768.95;1.57;195;6.58
24.49;77.31;17,12%;3,352534938;4,527157138;1.22;Last stage;89;41;35;623.32;1.63;195;4.73
24.24;86.35;27,19%;6,937760584;3,953087213;0.82;Last stage;65;64;43;585.85;0.53;195;5.43
27.93;72.83;53,00%;4,663997041;2,051411579;0.76;Last stage;68;21;54;790.67;3.25;195;5.97
31.11;75.55;28,88%;7,451275631;5,579188209;0.94;Last stage;103;44;49;621.58;2.99;195;4.29
23.96;66.96;56,29%;2,319160478;3,090761134;1.03;Last stage;51;77;55;670.34;2.63;195;3.88
23.08;92.35;25,22%;6,748732788;1,425966818;1.29;Last stage;90;85;88;368.96;2.2;195;6.25
20.37;61.52;52,55%;2,627418053;6,958690621;1.02;Last stage;74;103;57;532.59;2.16;195;4.54
19.47;83.64;25,87%;5,019484243;3,597814644;0.59;Last stage;51;84;48;521.86;2.69;195;3.51
23.87;81.43;55,09%;5,930737024;3,979498585;0.78;Last stage;88;82;81;770.27;2.61;195;3.56
20.69;84.06;24,10%;7,228506306;7,831228979;1.3;Last stage;119;64;49;221.74;3.47;195;6.52
31;83.03;15,67%;5,012593805;2,009822664;1.18;Last stage;79;28;79;308.86;2.64;195;6.97
23.44;68.54;53,56%;1,484499049;5,37238973;1.42;Last stage;109;81;40;733.84;3.34;195;5.31
19.97;76.59;58,99%;6,401638298;2,867901795;0.7;Last stage;98;92;28;521.76;0.62;195;6.07
18.52;83.46;20,36%;3,956113913;7,302159301;0.96;Last stage;84;27;90;102.43;1.1;195;4.09
29.8;67.68;13,72%;5,722818515;6,217662624;1.21;Last stage;55;38;54;361.3;1.61;195;5.13
25.16;63.03;19,91%;7,015127704;7,576764416;1.06;Last stage;110;67;31;194.66;2.46;195;6.01
18.07;79.98;67,21%;3,755375483;5,776539192;1.08;Last stage;117;31;112;153.98;1.09;195;4.65
18.83;95.45;43,71%;4,138976905;7,930690103;0.88;Last stage;98;76;126;567.11;2.81;195;4.4
31.89;62.14;17,08%;1,066064695;2,352128932;1.23;Last stage;103;41;36;272.45;2.91;195;5.54
27.48;73.59;53,32%;3,081692365;5,035483767;0.85;Last stage;70;31;135;801.75;1.8;195;3.39
30.08;71.97;39,47%;2,817313214;1,821424628;1.29;Last stage;73;64;52;512.52;2.72;195;5.67
31.24;95.11;58,88%;4,197473661;3,805843016;1.27;Last stage;55;52;72;77.59;1.8;195;5.48
30.25;80.5;32,60%;6,88628501;7,734446978;0.75;Last stage;58;104;75;151.56;2.23;195;6.88
28.01;80.63;19,77%;1,158480462;1,918811793;1.43;Last stage;50;75;119;256.34;2.69;195;3.49
28.14;72.42;46,56%;4,673484308;5,89232455;1.03;Last stage;66;90;67;284.63;0.79;195;4.8
19.18;80.57;62,69%;4,942319284;2,761909551;0.72;Last stage;108;71;90;460.07;1.67;195;3.49
18.32;84.38;34,15%;3,167663128;4,174758007;0.87;Last stage;77;55;47;347.73;1.72;200;6.21
30.38;61.03;22,26%;4,307289285;3,841325482;0.85;Last stage;54;96;50;125.99;1.93;200;4.59
20.59;89.3;38,60%;7,228731456;2,2855979;0.58;Last stage;90;66;33;123.67;1.51;200;4.6
20.66;84.54;15,56%;1,926900169;5,627394394;1.12;Last stage;66;91;43;712.06;2.83;200;5.01
18.9;80.29;24,33%;6,968143023;2,31930259;0.72;Last stage;63;107;47;198.33;2.48;200;5.13
21;62.46;62,34%;5,927818713;6,450829935;0.91;Last stage;59;36;30;61.96;0.59;200;5.42
23.02;65.63;67,42%;1,890283576;4,332638478;1.34;Last stage;72;70;73;610.52;2.24;200;3.82
20.23;83.73;25,23%;3,696320756;1,800556707;1.34;Last stage;75;69;25;179.15;0.67;200;6.31
26.38;64.22;37,57%;3,401755934;7,681053562;1.29;Last stage;108;30;22;559.36;2.9;200;4.75
25.45;67.42;59,86%;1,810597212;6,680181902;0.95;Last stage;95;52;62;217.81;2.64;200;4.16
24.37;87.58;26,70%;5,122875548;4,379732758;1.15;Last stage;85;64;47;54.37;3.39;200;3.97
26.81;93.01;29,91%;4,919138321;4,281860929;0.68;Last stage;68;60;33;514.69;2.54;200;6.5
25.33;62.11;30,06%;4,499934555;1,646652504;0.94;Last stage;93;77;37;295.29;1.49;200;3.48
24.65;79.59;60,19%;5,077326422;7,888882538;1.18;Last stage;119;23;105;53.35;3.19;200;3.47
25.33;64.53;49,32%;6,653026334;1,116224684;1.34;Last stage;117;25;68;285.26;2.26;200;4.94
20.94;73.62;47,94%;6,848371821;3,018343049;1.44;Last stage;69;75;112;510.71;3.05;200;5.32
18.35;69;65,92%;4,949392398;7,059608847;1.25;Last stage;110;19;104;693.21;1.25;200;4.16
27.71;76.64;25,60%;1,971742791;7,497527707;1.41;Last stage;115;108;66;58.47;0.87;200;6.29
27.27;70.27;65,23%;6,711323438;1,890008617;0.89;Last stage;56;24;106;576.03;3.22;200;4.65
28.49;63.41;46,68%;7,594436474;7,611406384;0.52;Last stage;116;101;121;507.07;2.73;200;3.55
25.52;92.74;35,67%;4,208727386;7,05043535;0.65;Last stage;61;43;125;547.29;0.71;200;4.91
26.49;81.04;49,73%;5,881544552;7,779886556;0.81;Last stage;65;63;54;52.69;2.82;200;4.97
20.69;76.22;16,85%;6,418013062;7,376954178;0.6;Last stage;108;86;108;577.45;1.08;200;3.78
22.24;82.33;66,37%;6,822848481;5,377294769;0.94;Last stage;107;81;68;278.97;1.24;200;3.12
28.77;84.74;57,79%;4,018320636;5,172516233;0.72;Last stage;62;79;97;644.75;1.8;200;3.08
24.02;61.55;57,44%;3,7070049;5,201489767;1.01;Last stage;52;65;31;737.5;0.56;200;6.61
24.74;67.72;19,19%;5,336574135;3,251156712;1.2;Last stage;61;107;115;761.02;2.38;200;4.8
31.74;61.12;19,58%;7,672487662;1,994563541;0.58;Last stage;73;70;112;33.87;0.87;200;6.16
26.46;83.81;60,05%;4,962236642;7,724125408;1.39;Last stage;85;59;137;216.66;0.89;200;6.53
31.96;89.8;26,98%;7,829521763;5,254844463;1.14;Last stage;63;55;81;717.74;3.25;200;4.48
28.69;91.19;29,00%;3,24312802;5,723083165;1.27;Last stage;59;59;78;77.92;3.08;200;3.57
30.88;78.92;19,30%;5,22580326;5,440175783;0.55;Last stage;57;35;69;7.05;1.1;200;5.38
28.38;86.59;36,18%;6,752454855;6,244071138;0.71;Last stage;79;60;80;736.85;0.91;200;6.73
24.71;74.31;61,11%;6,688356786;3,423175121;0.53;Last stage;69;96;105;57.89;2.56;200;4.86
26.29;76.73;25,62%;1,946956269;7,149569257;1.12;Last stage;94;43;36;378.3;1.99;200;4.94
23.03;88.2;34,48%;2,959578844;1,490290702;1.46;Last stage;87;95;61;620.74;0.55;205;6.38
26.06;83.71;58,60%;4,452382587;3,602927656;1.34;Last stage;55;60;137;247.31;2.15;205;6.37
31.15;91.76;20,00%;6,992627688;7,649503029;0.56;Last stage;68;60;67;613;2.58;205;6.86
26.32;87.1;29,24%;5,930081709;4,409502785;1.05;Last stage;54;54;88;668.95;2.88;205;6.54
25.76;91.38;13,86%;1,575388782;7,761824937;1.03;Last stage;71;94;95;319.09;3.18;205;4.39
19;90.05;56,96%;7,848787855;4,63106979;1.43;Last stage;60;53;22;615.5;2.65;205;5.53
25.64;90.74;34,48%;2,712678867;7,150273384;1.29;Last stage;119;54;78;113.04;1.55;205;6.06
22.34;81.85;28,23%;5,648525545;3,867299618;1.41;Last stage;105;104;136;22.02;2.56;205;3.22
22.39;64.87;68,99%;4,915049111;6,215539186;0.51;Last stage;100;36;60;727.15;0.83;205;3.11
24.37;81.07;22,08%;3,38043621;2,965969575;1.26;Last stage;104;71;105;35.26;2.74;205;5.25
23.68;82.53;17,78%;4,574160554;5,069744259;1.45;Last stage;70;21;120;741.94;2.85;205;3.17
29.15;72.46;65,13%;6,691324062;2,771462118;1.37;Last stage;62;77;92;157.96;2.9;205;4.35
18.46;65.08;15,58%;7,645635247;4,074074248;0.71;Last stage;115;52;52;141.73;1.47;205;6.36
25.94;75.83;24,83%;3,04856611;7,096322778;0.77;Last stage;105;68;39;697.38;2.85;205;3.84
20.37;78.1;25,01%;4,399162073;2,169548227;0.75;Last stage;77;101;36;403.06;1.23;205;4.78
26.21;87.06;22,25%;3,560330961;6,340283838;0.85;Last stage;62;57;83;17.07;2.25;205;4.27
25.1;88.76;68,32%;3,451653625;4,96638452;0.83;Last stage;67;45;34;746.62;2.55;205;3.41
31.65;78.79;60,92%;5,980623374;2,588239773;1.26;Last stage;118;93;129;772.28;2.69;205;5.66
21.71;69.23;59,40%;7,72426884;3,077035899;0.69;Last stage;97;25;63;192.82;2.69;205;5.79
19.28;76.69;54,03%;2,425741526;1,632542342;1.32;Last stage;74;19;32;367.14;0.72;205;4.89
22.19;89.25;54,84%;3,512199822;5,274356684;0.79;Last stage;95;109;46;86.9;1.18;205;6.12
29.81;84.07;25,06%;5,386854632;6,157312316;0.85;Last stage;98;83;55;65.18;2.73;205;6.95
22.68;88.39;25,05%;3,923849215;5,421744131;1.02;Last stage;105;106;30;574.86;2.89;205;4.62
30.15;71.98;23,66%;4,253204437;5,744644184;1.36;Last stage;103;92;70;680.29;2.34;205;3.37
21.01;78.16;56,34%;3,244074229;2,29107168;1.27;Last stage;55;109;110;377.09;1.88;205;4.44
22.73;83.8;20,86%;1,083476764;2,961317248;0.89;Last stage;79;42;132;655.29;3.16;205;5.13
25.76;93.18;16,66%;3,429061605;3,5074998;0.87;Last stage;106;73;51;63.1;1.86;205;4.75
24.81;82.27;20,56%;1,282130129;5,173702623;1.08;Last stage;103;58;26;579.41;1.06;205;5.16
30.62;85.43;14,55%;3,074929137;2,362049638;0.84;Last stage;96;102;83;284.71;2.68;205;6.64
20.9;76.81;37,72%;1,106110918;2,024058296;1.2;Last stage;50;45;89;80.41;1.93;205;4.33
19.6;68.04;32,19%;5,074840746;7,843481718;0.56;Last stage;97;94;30;634.95;3.22;205;6.43
24.82;91.08;34,54%;4,640017044;1,301448637;1.26;Last stage;114;51;95;672.51;3.3;205;6.91
31.83;91.21;24,91%;2,444276743;4,078428761;0.78;Last stage;99;16;68;114.97;0.88;205;3.02
21.57;77.39;49,41%;2,287576436;5,569628303;1.01;Last stage;68;91;88;591.01;1.12;205;4.89
26.59;92.66;17,41%;1,493496967;6,223498143;1.46;Last stage;98;87;93;627.73;1.33;205;3.16
26.01;95.77;56,83%;7,941995421;5,917983798;1.27;Last stage;87;48;39;658.23;1.6;210;5.93
19.98;67.65;15,85%;5,145343543;5,153716053;1.2;Last stage;117;92;61;740.6;2.9;210;5.94
23.82;63.77;18,98%;7,625411621;2,923343045;0.98;Last stage;66;69;70;350.64;2.4;210;5.58
23.97;68.98;30,07%;7,120691433;5,917225952;1.45;Last stage;77;101;104;611.89;1.45;210;3.62
31.31;90.08;39,04%;5,462279048;5,237048935;0.85;Last stage;109;101;92;103.32;0.64;210;6.87
24.24;91.31;62,06%;3,078280286;5,756454737;0.78;Last stage;74;103;124;320.2;3.16;210;4.96
30.07;73.11;18,31%;6,307263468;1,224751346;1.32;Last stage;101;65;83;64.41;0.56;210;6.79
31.3;71.19;26,93%;1,978398508;2,119009855;0.8;Last stage;89;52;91;302.82;1.39;210;6.07
19.81;82.32;48,94%;6,45300935;4,42218238;1.38;Last stage;75;82;35;80.34;3.35;210;6.59
24.67;60.62;62,21%;2,279603619;4,545446557;0.57;Last stage;91;58;73;349.79;1.69;210;3.84
27.64;77.91;60,41%;2,493528508;2,588251604;1.42;Last stage;98;39;34;661.65;2.7;210;4.15
19.67;67.53;25,36%;1,633217521;5,8350257;1.29;Last stage;78;88;24;648.58;1.52;210;4.03
19.93;65.67;42,57%;6,079023561;1,096965902;1;Last stage;52;38;25;728.07;0.85;210;6.98
25.33;67.85;49,24%;1,427472668;2,856286626;1.29;Last stage;108;40;25;531.9;2.78;210;6.19
19.24;82.1;37,06%;5,014293879;6,998830997;1.24;Last stage;109;96;128;435.98;1.41;210;3.33
18.05;85.59;61,11%;1,347700439;1,837096729;1.43;Last stage;57;63;65;318.35;2.52;210;6.67
19.03;64.48;14,96%;1,07461189;1,558117976;0.57;Last stage;59;62;107;590.62;3.18;210;6.3
18.1;73.42;63,97%;7,311671106;6,168371611;1.21;Last stage;97;71;92;35.84;1.67;210;3.78
22.47;74.65;50,05%;1,485604999;2,603292238;0.52;Last stage;105;98;38;628.68;1.36;210;6.89
28.22;85.23;67,02%;4,412253106;5,048082028;0.76;Last stage;105;74;91;552.66;0.88;210;5.15
25.04;63.62;45,30%;5,347891113;6,075082857;1.44;Last stage;91;109;110;708.31;1.54;210;3.29
19.2;74.12;36,15%;7,620209929;2,335375844;0.58;Last stage;86;45;60;497.59;3.36;210;4.48
26.12;77.64;47,47%;1,304724817;6,027182583;1.37;Last stage;79;102;101;547.8;1.51;210;4.2
30.48;87.46;57,25%;6,352807573;4,802109015;0.87;Last stage;54;26;102;533.46;3.46;210;6.52
21.13;60.47;28,93%;7,241385503;6,096932337;1.42;Last stage;114;84;57;564.96;2.9;210;5.33
26.16;76.54;41,30%;2,398329279;3,53309823;1.39;Last stage;66;33;94;747.36;1.64;210;3.25
27.46;71.24;56,07%;3,64891715;6,281661758;1.39;Last stage;70;26;56;566.9;3.37;210;3.09
20.81;61.46;17,82%;4,782495073;2,237930589;0.54;Last stage;100;49;24;534.55;1.26;210;3.43
31.01;76.93;21,97%;1,795815246;6,215331341;1.03;Last stage;91;60;53;346.82;2.87;210;5.21
23.4;87.1;25,46%;1,997769718;3,226062847;1.04;Last stage;62;104;66;634.46;1.7;210;5.43
21.61;85.16;15,48%;6,990902411;3,973535837;1.03;Last stage;118;29;84;247.38;1.82;210;5.86
25.22;85.22;58,68%;4,062917732;2,06013671;0.88;Last stage;69;56;98;797.89;2.62;210;4.48
29.57;95.15;62,07%;6,827695058;7,565498577;1.45;Last stage;117;98;92;420.21;1.46;210;6.35
21.15;94.72;44,82%;2,178202711;2,503853889;0.68;Last stage;50;94;92;792.04;1.18;210;5.66
18.27;85.03;65,07%;4,759704192;3,533997416;0.91;Last stage;102;70;105;194.24;2.28;210;5.07
20.43;80.97;50,45%;3,279538404;2,38428492;1.34;Last stage;60;21;78;640.01;2.73;215;4.57
19.21;73.65;46,25%;2,412460696;1,794365009;1.06;Last stage;82;93;25;302.45;2.93;215;3.54
24.18;94.97;26,58%;2,205440508;3,245432295;0.78;Last stage;102;101;127;386.34;0.9;215;4.67
21.1;93.97;16,41%;7,499994729;5,570100052;0.73;Last stage;118;83;28;21.66;0.9;215;3.17
20.78;88.11;67,23%;1,493633534;3,158994207;0.98;Last stage;105;97;104;775.61;0.58;215;3.74
22.99;83.03;23,84%;6,097886644;3,837680582;1.43;Last stage;69;47;128;463.52;3.01;215;6.28
21.24;94.34;38,57%;2,167896782;3,305135181;1.4;Last stage;119;94;74;85.91;3.07;215;3.67
24.95;74.49;48,90%;6,641654092;5,396526332;0.82;Last stage;105;48;69;151.12;2.65;215;6
25.26;74.34;22,72%;6,266410465;4,460976487;1.33;Last stage;89;25;75;164.79;1.49;215;3.04
23.68;76.65;48,98%;2,422738433;4,346728346;1.11;Last stage;81;27;115;26.37;1.25;215;5.65
29.42;86.78;36,91%;4,533856362;5,767934955;0.94;Last stage;99;90;100;496.61;2.9;215;3.02
28.28;63.37;40,78%;3,162864176;7,057314296;1.12;Last stage;110;26;83;536.94;0.98;215;6.57
19.04;64.02;36,51%;6,673758539;7,092927733;0.93;Last stage;93;88;51;653.61;2;215;6.43
21;61.93;14,21%;7,543541876;1,113913235;1.17;Last stage;91;97;70;601.95;2.77;215;3.69
18.83;83.25;47,77%;4,819845053;2,189748435;1.05;Last stage;69;77;97;418.42;2.29;215;5.04
19.45;62.14;65,15%;3,996617033;5,103574873;0.86;Last stage;68;36;100;360.68;0.55;215;6.68
21.83;88.43;23,10%;2,940718456;2,589943872;0.92;Last stage;74;105;84;447.14;1.9;215;3.74
31.15;83.09;34,26%;4,980770609;2,870057612;0.56;Last stage;114;74;31;369.56;1.81;215;3.98
20.19;70.16;69,49%;6,617469022;7,157326768;0.52;Last stage;102;43;128;580.05;2.83;215;3.61
25.04;70.5;52,60%;3,326063531;1,312630976;1.2;Last stage;96;108;69;221.3;0.64;215;5.71
29.2;95.46;68,93%;5,377001243;2,845898441;0.67;Last stage;89;29;60;361.08;1.62;215;3.42
27.43;95.06;49,95%;5,94439326;2,100973125;1.19;Last stage;74;71;78;654.42;1.02;215;4.69
22.8;83.28;36,93%;3,401768705;4,959905241;1.03;Last stage;113;47;75;70.71;2.9;215;4.01
18.09;82.36;36,08%;4,14743255;6,203322184;0.9;Last stage;62;54;110;398.68;2.9;215;5.68
24.9;72.32;24,98%;3,845082962;1,275929447;1.37;Last stage;83;79;136;372.87;2.49;215;5.69
18.52;70.91;39,25%;6,870384831;3,62149121;0.62;Last stage;56;19;58;197.49;2.8;215;3.23
29.56;81.2;13,74%;6,696250175;7,207238226;1.41;Last stage;59;44;56;151.43;3;215;3.55
19.09;95.48;45,45%;6,047988821;7,015212329;0.62;Last stage;91;95;83;446.54;2.13;215;4.36
26.83;70.94;33,73%;7,841915502;1,446362571;1.05;Last stage;67;37;39;708.6;3.35;215;6.67
27.48;66.02;60,64%;3,733136024;1,090369234;0.77;Last stage;49;18;47;69.73;2.1;215;5.26
31.75;73.78;22,79%;5,323623147;4,743551436;0.92;Last stage;61;47;132;618.93;2.03;215;3.18
28.41;79.56;68,52%;7,549514692;3,829761398;1.16;Last stage;105;102;45;262.47;1.11;215;6.37
20.99;86.9;52,42%;6,049994531;5,460618973;0.73;Last stage;114;24;118;421.4;2.05;215;4.3
27.81;93.98;58,34%;3,128360716;4,571012458;0.73;Last stage;60;96;46;331;2.29;215;4.41
18.95;89.63;25,70%;3,696820362;7,726309192;1.23;Last stage;50;51;67;519.22;2.14;215;6.11
19.06;86.08;57,05%;7,958893786;2,517928687;1.2;Last stage;103;20;72;531.39;2.9;220;3.91
24.71;76.4;27,53%;6,612757418;1,297885897;1.31;Last stage;112;77;74;742.83;2.02;220;4.24
28.09;63.22;41,25%;1,917197291;7,674187518;1.36;Last stage;62;88;54;346.04;1.04;220;4.63
30.33;92.96;27,34%;4,042440127;5,77496499;0.71;Last stage;102;41;100;543.2;3.23;220;6.14
31.68;89.39;17,42%;6,754444882;7,884417312;0.5;Last stage;100;25;77;181.01;2.11;220;4.58
20.99;78.17;63,59%;6,373965728;6,631627902;0.57;Last stage;71;77;45;135.79;1.57;220;5.52
28.45;60.78;43,54%;1,815317565;3,454315389;0.66;Last stage;117;78;135;420.87;2.6;220;5.65
25.35;63.05;24,25%;1,96919552;3,327334762;0.53;Last stage;70;85;81;56.7;2.9;220;4.92
30.08;77.75;61,05%;1,290923444;3,463425791;1.37;Last stage;111;86;138;549.03;1.99;220;5.58
21.69;61.46;46,78%;1,243255455;3,185003451;1.2;Last stage;55;81;137;687.69;2.13;220;5.79
23.79;66.27;62,46%;2,518574909;7,609015074;1.21;Last stage;61;73;54;705.26;2.31;220;3.91
31.78;74.72;41,28%;4,016490483;5,103235012;0.99;Last stage;107;61;36;473.37;0.78;220;6.71
26.87;87.02;46,40%;2,688952594;6,599619518;1.06;Last stage;50;105;96;78.24;0.53;220;5.64
22.76;66.86;55,94%;4,514980807;6,270094518;0.98;Last stage;81;22;128;676.78;2.09;220;6.23
20.2;86.97;44,88%;4,217760676;5,573071006;0.6;Last stage;112;108;96;518.07;2.82;220;3.7
29.95;66.79;14,51%;6,690253629;3,523462264;0.75;Last stage;64;25;101;247.66;2.42;220;5.65
29.08;93.66;27,19%;4,2804296;6,988230775;0.78;Last stage;87;95;45;730.78;2.81;220;5.12
25.84;72.61;63,18%;4,060211763;6,145981114;1.11;Last stage;69;52;56;317.22;1.54;220;6.2
