Temperature [_ C] ;Humidity [%];Soil moisture %;Reference evapotranspiration (mm/giorno);Evapotranspiration (mm/giorno);Crop Coefficient;Crop Coefficient stage;Nitrogen [mg/kg];Phosphorus [mg/kg];Potassium;Solar Radiation ghi;Wind Speed;Days of planted;pH
22.13;92.83;24,11%;2,391430271;1,681184125;0.85;Mid stage;90;96;91;340.48;1.39;100;2.12
29.89;83.22;36,54%;2,039294887;7,546761968;1.08;Mid stage;92;54;99;336.63;3.67;100;6.54
26.86;74.53;15,50%;7,259735238;4,439617565;1.14;Mid stage;62;70;132;242.12;4.06;100;4.57
25.54;93.69;28,60%;3,645517818;7,313996464;0.91;Mid stage;112;89;72;668.36;3.67;100;6.24
19.6;78.34;16,49%;5,008022893;6,586945827;1.36;Mid stage;73;48;110;551.81;2.42;100;5.55
25.56;73.44;39,67%;4,977068204;3,261339058;1.25;Mid stage;114;99;50;74.43;3.96;100;5.27
26.85;65.69;45,26%;4,658098964;5,419806485;1.39;Mid stage;119;60;131;572.41;2.6;100;3.24
31.38;85.24;55,46%;1,036092018;5,399760008;1.07;Mid stage;90;93;124;162.4;1.42;100;4.62
26.19;80.87;65,55%;7,567477872;8,281411034;1.38;Mid stage;60;54;132;242.18;4.03;100;4.85
31.54;67.8;37,38%;0,901526642;8,745420896;0.82;Mid stage;69;68;116;202.77;3.51;100;5.39
31.46;68.75;48,41%;0,690649661;7,557486327;0.82;Mid stage;78;80;85;720.53;1.16;100;5.52
27.1;67.71;15,48%;6,440341429;3,548702949;0.86;Mid stage;107;75;112;159.85;4.1;100;2.88
25.08;77.35;39,57%;1,067969595;1,273960075;1.13;Mid stage;76;43;42;167.63;2.98;100;6.26
24.52;61.66;62,46%;5,391955522;2,582347682;1.19;Mid stage;103;77;132;318.85;3.96;100;3.81
30.47;70.12;46,35%;8,695418573;1,576743966;1.44;Mid stage;101;94;85;274.56;4.12;100;5.64
18.4;85.78;33,76%;2,553206463;8,120927414;1.39;Mid stage;75;75;80;414.65;3.31;100;6.09
19.59;81.74;17,18%;1,130552869;2,361391609;1.11;Mid stage;81;86;84;212.56;2.71;100;3.56
19.43;88.65;40,92%;2,002783643;4,008273465;1.21;Mid stage;81;73;57;554.48;3.73;100;3.28
28.6;86.07;65,29%;3,771922244;6,420078552;1.05;Mid stage;114;46;114;155.68;4.11;100;6.93
22.76;60.74;16,29%;5,072904582;8,576305029;1.17;Mid stage;103;76;46;330.25;2.64;100;3.75
26.93;79.93;42,79%;9,784363542;1,701246714;0.86;Mid stage;87;69;42;483.66;1.84;100;5
26.45;75.34;36,73%;6,522954588;8,244584122;1.16;Mid stage;106;59;128;209.44;4.12;100;5.8
23.4;72.65;56,05%;7,072284919;3,568816975;1;Mid stage;85;107;70;132.55;3.88;100;4.25
25.44;94.73;20,77%;4,240590024;6,629660851;0.97;Mid stage;64;92;68;193.09;1.37;100;3.27
27.03;82.99;21,93%;7,369123125;0,743060264;1.03;Mid stage;84;74;102;216.03;3.34;100;4.73
31.17;68.79;53,53%;4,451234244;1,824731133;1.06;Mid stage;68;106;131;570.68;2.39;100;4.86
26.06;78.65;51,44%;6,692679575;2,997984266;1.25;Mid stage;113;57;126;588.66;3.12;100;5.96
26.6;63.33;42,03%;5,898551953;8,104478695;1.38;Mid stage;83;88;52;84.09;2.36;100;5.65
18.95;86.08;12,26%;3,393892897;0,332290436;0.93;Mid stage;87;95;108;595.3;3.27;100;3.25
31.33;72.17;61,63%;9,287912485;2,931508923;0.95;Mid stage;100;81;59;474.64;1.56;100;4.97
25.39;65.91;69,27%;1,357417093;5,002121394;1.22;Mid stage;97;94;129;251.16;2.98;100;4.88
29.22;65.68;50,71%;6,328213048;6,319422438;1.31;Mid stage;88;62;90;682.82;2.14;100;3.7
18.7;60.53;66,13%;8,134945939;4,040089623;1.12;Mid stage;102;73;63;400.27;2.55;100;4.63
23.89;87.23;55,95%;4,989080698;2,185803325;1.29;Mid stage;107;57;137;600.8;4.17;100;4.73
21.6;85.5;51,68%;9,890679704;6,644331007;1.12;Mid stage;90;47;82;483.25;3.34;100;5.23
21.74;76.98;32,37%;6,413203423;1,821423139;1.43;Mid stage;93;86;85;312.18;1.31;100;2.11
29.08;70.71;16,62%;1,074352592;5,864212456;1.31;Mid stage;73;76;54;34.48;1.45;100;5.15
26.73;73.71;13,87%;3,173810243;8,017698223;1.13;Mid stage;111;108;131;641.6;2.12;100;2.38
24.16;90.94;38,13%;7,152548634;3,687968483;1.06;Mid stage;100;67;124;111.1;1.11;100;4.04
18.15;64.25;38,65%;0,102829563;2,874661103;1.08;Mid stage;82;60;56;331.76;1.7;100;2.73
31.51;61.03;34,40%;3,849952737;8,391289742;1.36;Mid stage;77;46;77;187.2;3.09;100;6.44
31.47;67.55;13,74%;5,874050218;2,640760834;1.01;Mid stage;102;86;67;303.32;1.34;100;4.78
21.05;78.22;23,56%;9,320491398;0,655947069;0.9;Mid stage;63;63;127;121.36;3.05;100;5.37
18.58;60.27;19,92%;3,651368188;3,088236277;0.83;Mid stage;99;97;64;474;3.06;100;2.97
25.42;63.65;12,74%;1,083993739;7,576118567;0.96;Mid stage;80;79;47;717.95;2.46;100;6.11
31.32;84.43;47,91%;1,089257845;5,872039121;1.4;Mid stage;62;55;59;199.75;3.18;100;5.64
30.75;75.68;17,74%;4,473287117;2,644220173;1.49;Mid stage;91;52;135;584.85;2.02;100;5.46
26.19;93.2;20,61%;0,121313022;0,123751707;0.92;Mid stage;75;66;90;14.41;3.93;100;5.42
22.25;91.88;17,75%;8,098941867;1,478637307;1.27;Mid stage;69;45;107;730.72;3.66;100;2.18
22.62;69.68;56,35%;3,582403859;7,001486832;0.92;Mid stage;78;109;86;682.93;3.72;100;6.05
30.57;73.22;63,24%;1,861339473;9,206857352;1.02;Mid stage;96;96;78;738.53;3.98;100;3.02
24.88;92.14;18,89%;1,312210775;1,320570319;1.26;Mid stage;83;53;98;264.77;2.37;100;3.96
19.84;80.27;47,71%;7,676334028;5,325724826;1.07;Mid stage;77;93;89;575.77;1.08;100;3.95
21.48;72.94;47,94%;1,092595174;1,147284886;1.25;Mid stage;79;104;108;51.64;2.87;100;6.86
21.88;88.01;28,32%;4,317142358;4,901371385;0.97;Mid stage;63;58;104;408.67;2.2;100;3.81
19.73;92.36;46,13%;8,403487305;1,754322459;1.39;Mid stage;97;99;138;9.34;4.01;100;3.6
24.48;83.57;37,13%;7,200101117;2,631633825;1.17;Mid stage;69;68;75;367.28;1.38;100;3.98
30.82;68.08;18,24%;4,636366988;3,618464622;1.11;Mid stage;63;45;90;733.11;2.16;100;6.03
27.36;88.67;67,58%;5,477840072;6,253501733;1.46;Mid stage;114;85;119;64.38;3.13;100;3.63
19.01;74.72;51,36%;4,509624209;6,824496643;1.05;Mid stage;66;86;114;165.07;2.03;100;5.12
18.08;84.43;67,33%;3,316298666;5,648218351;1.39;Mid stage;76;100;128;508.81;1.06;100;4.29
21.87;77.02;20,76%;1,047513567;4,692231126;0.85;Mid stage;100;65;104;311.18;3.39;105;4.26
23.08;92.93;58,06%;4,509176406;5,902540651;1.15;Mid stage;103;69;132;262.75;3.55;105;2.19
28.87;62.39;36,40%;6,375849659;4,105409974;1.42;Mid stage;83;54;79;304.66;2.67;105;4.9
31.54;65.45;65,92%;1,034867633;9,645944859;1.49;Mid stage;90;107;86;48.81;3.98;105;4.79
23.43;66.81;51,85%;6,340510517;7,486656969;1.35;Mid stage;96;89;71;364.39;2.98;105;2.75
27.61;67.74;20,54%;1,903894917;2,640113349;0.91;Mid stage;86;107;80;194.14;3.09;105;5.34
31.93;68.24;13,88%;1,046823323;3,639042563;1.25;Mid stage;85;79;55;134.52;1.85;105;6.27
28.44;65.35;19,29%;2,075459176;5,342588534;1.06;Mid stage;95;80;110;368.74;1.58;105;3.38
26.91;84.25;53,34%;1,418326117;3,805315736;0.99;Mid stage;104;81;91;366.54;4.02;105;6.48
19.09;67.64;12,61%;3,993341301;5,807355621;0.81;Mid stage;93;68;104;431.19;1.86;105;4
22.53;68.24;39,74%;4,789010688;4,477185263;1.33;Mid stage;108;50;90;443.93;3.36;105;5.48
30.79;66.91;44,08%;1,075132384;7,411158886;1.2;Mid stage;92;105;123;633.17;2.08;105;5.79
20.81;73.95;59,11%;6,099063497;0,358384932;0.82;Mid stage;64;58;79;718.57;1.98;105;2.61
29.81;93.55;37,90%;8,866188211;8,544102395;1.16;Mid stage;93;100;115;102.84;2.06;105;3.98
27.75;72.84;12,32%;8,461131204;0,745328895;1.29;Mid stage;74;43;124;290.3;1;105;3.62
23.13;70.42;24,69%;4,430466459;7,086297111;1.27;Mid stage;84;93;99;310.96;1.49;105;6.16
25.41;62.4;14,76%;8,303951105;1,389263415;1.22;Mid stage;109;45;122;652.14;3.16;105;2.4
25.6;72.34;68,90%;1,325846216;0,217170416;0.87;Mid stage;67;102;60;441.02;2.19;105;4.45
28;68.13;49,03%;1,091996281;3,153494493;0.95;Mid stage;105;98;92;180.86;1.23;105;4.59
25.23;86.7;12,11%;9,460798442;1,632966104;1.43;Mid stage;110;102;128;544.96;2.93;105;5.2
19.86;63.91;14,24%;3,809443681;6,818508133;0.83;Mid stage;96;91;75;538.94;3.1;105;3.39
28.83;65.03;25,08%;9,162255315;2,423493382;1.37;Mid stage;61;85;49;415.97;1.86;105;3.84
23.69;69.75;57,17%;9,899542571;3,718714709;1.02;Mid stage;95;60;64;225;2.23;105;4.37
31.48;70.08;35,14%;1,015811209;3,501489582;1.03;Mid stage;76;99;110;438.39;3.68;105;6.18
21.97;89.62;41,31%;9,628513855;1,582480463;1.18;Mid stage;94;73;60;31.52;2.92;105;6.06
21.68;87.69;62,61%;2,056556702;8,291825898;1.2;Mid stage;108;78;70;555.34;2.87;105;6.66
22.67;80.25;63,69%;8,730180859;4,491921494;1.08;Mid stage;116;66;71;746.85;3.74;105;5.38
26.01;70.1;36,82%;6,214303817;9,390815519;1.21;Mid stage;66;86;48;289.61;2.82;105;5.7
30.53;71.16;56,09%;8,873732238;0,079798349;1.5;Mid stage;68;40;119;108.35;3.25;105;5.23
20.47;80.73;25,58%;6,350226593;1,679244203;1.05;Mid stage;105;108;91;96.92;3.82;105;3.86
21.92;85.9;22,16%;8,086949443;4,460186256;1.18;Mid stage;114;61;98;262.37;3.27;105;6.43
26.14;73.44;68,63%;6,051264123;7,587387453;1.1;Mid stage;90;86;97;329.13;4.12;105;2.2
24.36;77.83;49,02%;6,576733733;8,892188912;1.3;Mid stage;69;54;130;617.77;3.9;105;6.63
24.26;91.08;50,12%;0,004168649;0,011471521;1;Mid stage;69;53;61;332.31;1.24;105;6.22
29.49;82.74;62,92%;3,556990167;6,288420641;1.35;Mid stage;105;73;42;487.24;3.54;105;6.48
30.93;78.74;13,57%;8,935315337;7,028248708;1.35;Mid stage;74;50;119;78.89;3.95;105;6.19
24.74;62.49;28,58%;3,208709477;5,230318607;1.42;Mid stage;108;92;40;195.88;1.43;105;5.55
27.62;66.16;53,71%;8,881284702;6,942144289;1.12;Mid stage;66;91;69;244.08;2.12;105;3.05
29.21;67.03;38,37%;7,741510313;3,044293733;0.86;Mid stage;70;85;61;457.04;2.9;105;6.9
25.26;81.81;66,69%;6,218774835;0,546531711;1.29;Mid stage;71;72;84;389.83;4.16;105;2.89
22.12;63.78;38,13%;0,116352067;2,918657973;1.5;Mid stage;114;61;85;52.43;1.07;105;3.13
26.93;61.01;19,37%;7,358060209;2,802603998;1.4;Mid stage;94;51;108;152.64;2.6;105;5.61
26.19;72.61;64,62%;4,229956566;2,998757986;0.93;Mid stage;104;60;48;548.47;1.88;105;5.2
30.62;85.16;12,30%;1,017851833;5,840883604;1.07;Mid stage;65;79;135;407.97;2.59;105;4.32
18.73;84.26;56,01%;2,496633833;5,565122878;1.45;Mid stage;107;62;74;10.52;3.64;105;5.44
30.74;87.74;12,48%;0,465042582;8,216138455;1.03;Mid stage;84;56;85;495.18;1.08;105;5.13
25.48;84.37;38,87%;7,062148876;0,737636828;1.08;Mid stage;82;40;92;599.6;3.84;105;5.92
18.22;81.46;23,92%;5,468753433;5,231563263;1.39;Mid stage;86;87;123;399.6;2.32;105;4.41
22.83;77.02;67,20%;2,858045346;5,548532033;0.91;Mid stage;110;96;121;490.17;2.71;105;3.42
28.14;67.3;35,01%;7,651198687;4,977420724;1.01;Mid stage;60;97;94;192.85;2.95;105;6.43
24.84;79.9;13,80%;1,010330034;6,102245599;0.87;Mid stage;118;97;57;102.08;1.34;105;4.93
31.72;82.28;57,05%;6,600640337;3,826066805;1.05;Mid stage;95;76;101;125.32;2.75;105;4.36
23.92;64.33;30,36%;6,388735388;8,685349728;0.81;Mid stage;103;71;75;571.76;2.72;105;6.28
22.57;79.78;49,09%;9,189927676;1,210429662;1.14;Mid stage;62;80;64;670.45;3.68;105;4.77
29.5;63.42;35,50%;9,162894056;1,387449931;1.48;Mid stage;111;46;73;695.21;1.28;105;5.18
25.67;79.15;37,43%;0,206245424;1,688972663;1.47;Mid stage;61;62;43;197.44;2.61;105;3.83
27.55;65.56;27,30%;4,651067627;1,336558886;1.13;Mid stage;118;75;116;55.62;1.19;105;4.6
29.28;64.17;57,72%;9,013774904;5,325866181;1.3;Mid stage;67;57;128;418.87;3.79;105;4.93
27.4;63.96;38,90%;8,085825296;1,771800031;1.09;Mid stage;78;43;76;260.75;2.86;105;3.17
23.91;91.89;14,30%;0,092898245;0,926773676;1.31;Mid stage;104;81;81;520.29;1.6;105;5.76
19.75;80.93;66,80%;1,432581965;1,165224535;0.88;Mid stage;97;51;59;503.99;3.4;105;2.88
26.12;68.76;40,82%;0,004839743;7,256629792;0.95;Mid stage;108;51;44;660.26;2.55;105;6.26
30.56;62.5;40,19%;0,780139586;7,584931745;0.91;Mid stage;76;57;95;267.72;1.36;105;3.34
23.86;78.77;32,09%;8,034472186;5,951531748;1.12;Mid stage;84;95;42;471.3;2.37;105;6.66
30.75;65.07;48,84%;7,991360437;3,537471242;1.39;Mid stage;113;106;110;735.18;2.73;105;3.53
25.05;87.24;35,29%;7,834224518;0,668028931;0.82;Mid stage;80;66;124;536.43;3.48;105;5.39
26.69;77.36;55,47%;6,892250767;7,655019052;1.36;Mid stage;96;47;46;744.61;2.17;105;3.97
29.66;85.43;62,84%;3,844554735;3,354589419;0.91;Mid stage;61;89;64;21.25;1.16;105;6.01
25.9;73.85;40,40%;3,352153505;6,070748373;1.4;Mid stage;107;107;116;347.54;1.29;105;6.64
19.27;84.58;49,85%;3,288127531;6,245896736;1.36;Mid stage;70;47;115;434.55;2.11;105;3.9
31.73;83.96;29,14%;4,317968063;3,424672454;1.5;Mid stage;65;95;121;349.66;3.77;105;5.41
21.44;79.65;48,27%;3,383876233;3,299682752;1.26;Mid stage;89;83;71;524.03;1.87;105;2.78
27.95;89.6;48,84%;4,752200069;4,348403773;0.93;Mid stage;74;102;124;605.52;1.54;105;2.42
25.07;80.39;41,70%;7,799114325;3,450482456;1.05;Mid stage;77;54;48;47.71;2.11;105;4.07
24.7;80.23;21,27%;1,608846168;8,196237596;1.07;Mid stage;90;59;46;508.37;1.44;105;6.79
21.42;70.78;54,07%;5,284787126;6,702726753;1.17;Mid stage;75;48;109;710.52;1.81;105;3.42
28.11;92.6;30,54%;8,723457638;8,866672163;1.15;Mid stage;106;61;42;286.03;1.78;105;4.62
19.58;78.1;34,52%;2,742494152;6,212615754;1.38;Mid stage;107;99;56;13.55;4.15;105;3.88
31.87;73.71;61,39%;9,501891397;8,216563687;1.1;Mid stage;79;41;52;715.37;4.15;105;4.23
29.84;78.96;51,51%;1,026322451;1,931190584;1.43;Mid stage;113;99;79;358.86;2.11;105;6.38
25.48;65.08;16,80%;1,250107304;0,059427448;1.32;Mid stage;114;108;46;316.01;3.02;105;5.77
23.94;69.28;44,79%;1,281548434;1,731949667;1.03;Mid stage;100;98;125;143.53;2.08;105;5.36
22.01;70.73;17,04%;7,100769939;6,835654535;1.15;Mid stage;106;71;82;101.1;3.81;105;4.34
25.02;78.03;49,44%;5,693917975;2,704935387;1.47;Mid stage;84;64;127;596.14;1.18;105;6.42
30.31;84.34;34,89%;9,940317539;3,787035161;1.34;Mid stage;109;80;71;198.67;2.1;105;2.25
21.85;70.05;59,15%;8,823451439;2,719415178;1.08;Mid stage;76;58;58;87.78;1.72;105;3.42
25.01;64.75;57,25%;5,525799254;6,964060487;1.09;Mid stage;84;72;96;46.06;3.64;105;5.06
21.28;79.57;69,98%;7,649086926;8,260260924;1.31;Mid stage;72;41;137;217.21;1.81;105;6.06
22.72;89.91;29,35%;1,096586558;2,170891456;0.99;Mid stage;93;89;72;268.24;1.65;105;3.92
20.66;74.64;22,16%;4,938916209;7,557414659;0.9;Mid stage;111;67;77;340.75;2.38;105;6.09
31.87;76.65;22,75%;3,357242093;1,395518025;1.11;Mid stage;64;101;100;303.54;2.29;105;3.81
26;70.12;46,74%;1,037499243;5,938875612;0.93;Mid stage;80;108;65;456.67;3.48;105;6.73
28.26;88.31;31,40%;7,327645587;5,906106848;1;Mid stage;113;74;135;596.16;1.99;105;5.15
19.38;64.22;64,60%;2,983131065;6,077027648;1.17;Mid stage;81;108;129;342.62;3.8;105;3.52
23.13;65.99;16,60%;0,393297526;0,623879348;1.35;Mid stage;117;108;135;424.46;2.77;105;2.75
30.5;95;56,36%;8,978020918;8,296679099;1;Mid stage;65;104;84;641.51;2.87;105;5.09
19.18;83.88;40,40%;2,754071609;2,814675853;1.05;Mid stage;99;69;51;308.43;3.41;105;3.99
20.32;79.18;48,97%;3,513297691;3,939589285;1.15;Mid stage;91;62;40;130.46;3.68;105;4.63
26.76;87.83;46,09%;7,065012307;0,550893265;1.42;Mid stage;60;94;138;634.17;1.9;105;6.12
26.72;94.89;42,76%;1,906365544;4,486914873;1.21;Mid stage;72;71;130;438.21;3.69;105;2.34
29.74;66.68;52,50%;7,452248857;3,922726942;1.29;Mid stage;97;56;126;603.83;1.43;105;5.65
31.1;87.7;43,65%;0,130296642;8,052277956;1.31;Mid stage;82;44;53;413.93;3.78;105;5.21
19.99;71.98;65,50%;9,836445957;7,231031879;0.94;Mid stage;106;44;128;252.4;3.1;105;5.68
21.63;85.59;44,00%;6,894537767;4,588101475;0.94;Mid stage;85;95;42;182.36;1.47;105;3.21
23.98;84.77;65,34%;6,356424095;2,852824502;0.84;Mid stage;83;95;42;248.03;3.95;105;4.87
18.01;94.94;58,77%;2,068115871;6,620570678;1.34;Mid stage;104;106;68;248.24;3.14;105;3.14
18.98;63.92;61,16%;8,152168451;7,630155905;1.4;Mid stage;83;51;85;486.19;3.57;105;6.95
21.17;60.07;64,04%;2,604213259;2,778620768;1.04;Mid stage;88;79;118;644.52;2.82;105;6.46
24.74;86.17;23,75%;8,780494999;0,832328096;1.02;Mid stage;99;89;103;317.59;3.3;105;5.76
21.52;79.91;31,87%;8,570710913;3,816967474;0.95;Mid stage;88;77;119;245.47;2.11;105;5.72
30.27;84.18;64,16%;1,033395932;2,897052732;0.94;Mid stage;99;54;67;299.41;3.36;105;6.86
22.54;86.37;20,65%;8,611798615;5,528955596;1.39;Mid stage;68;101;106;436.22;3.27;105;3.89
30.94;77.27;40,43%;4,020747587;0,127828044;1.19;Mid stage;97;46;96;78.24;1.91;105;5.18
31.65;72.48;18,08%;5,622068188;8,202052952;0.97;Mid stage;96;105;121;532.5;2.88;105;6.13
24.3;86.96;20,85%;6,899290763;7,124086448;1.36;Mid stage;77;43;88;59.49;1.68;105;4.03
21.18;73.3;46,16%;2,950023535;1,097652163;1.44;Mid stage;75;75;48;528.63;1.81;105;4.04
22.08;81.78;34,97%;8,802567285;8,252930272;1.02;Mid stage;113;62;131;582.3;1.34;105;5.48
28.87;91.27;36,57%;3,626787485;7,890439687;1.34;Mid stage;80;103;103;647.98;2.94;105;4.86
21.83;65.54;41,47%;1,440195498;0,566185145;1.44;Mid stage;61;51;134;645.96;2.09;105;4.88
23.33;60.31;50,32%;6,641404969;8,410012201;1.37;Mid stage;112;70;45;486.07;2.54;105;3.1
24.7;68.99;40,96%;7,263503097;6,963901606;0.86;Mid stage;75;106;101;465.38;1.58;105;5.63
26.05;87.91;31,82%;2,919177947;6,209133193;0.98;Mid stage;110;66;67;236.74;4.09;105;6.79
31.95;79.84;23,18%;9,368816926;7,925617402;1.44;Mid stage;97;104;81;287.12;1.42;105;4.95
21.25;93.12;38,94%;8,499026016;2,668491885;0.88;Mid stage;118;48;58;43.19;4;105;3.15
22.95;79.18;33,78%;1,276135387;2,669377106;1.44;Mid stage;68;105;57;522.83;3.28;105;2.7
21.68;69.3;59,30%;6,112540696;0,741467669;1.16;Mid stage;61;87;104;383.36;2.65;105;3.96
23.06;86.81;12,89%;1,064143912;6,922713123;1.42;Mid stage;114;68;108;523.79;3.76;105;5.4
19.41;83.01;45,08%;9,123247867;7,971719369;0.93;Mid stage;76;93;137;607.7;1.4;105;4.49
23.04;88.72;47,87%;9,595912811;6,252444746;1.43;Mid stage;75;93;52;736.8;2.06;105;6.55
30.43;83.38;69,30%;2,897696128;7,775640222;0.81;Mid stage;101;64;138;680.47;1.74;105;5.15
22.18;75.82;63,35%;7,983007717;7,819270407;0.88;Mid stage;61;43;126;397.88;2.75;105;4.82
23.21;69.7;42,02%;3,745299377;4,100846328;1.31;Mid stage;100;71;66;731.67;3.64;105;3.92
31.22;61.95;28,73%;9,110408663;6,465184759;1.46;Mid stage;74;65;52;237.55;3.51;105;3.36
28.2;70.78;12,59%;1,138147859;3,398793945;0.95;Mid stage;80;90;117;170.4;2.51;105;3.76
25.23;61.62;25,97%;0,753940394;2,562852576;1.33;Mid stage;63;97;136;244.42;1.95;105;4.05
28.88;75.05;61,15%;7,097498473;8,659612479;0.91;Mid stage;88;93;104;195.72;2.27;105;3.25
19.72;67.9;68,45%;2,881886397;3,803931687;1.05;Mid stage;92;93;63;5.39;4.18;105;6.94
24.5;84.63;52,66%;6,957454616;7,731799512;1.02;Mid stage;116;85;131;391.85;4.18;105;5.65
19.66;67.71;47,02%;1,002058172;5,428661828;1.41;Mid stage;91;104;52;455.91;3.14;105;3.05
21.27;62.85;47,16%;0,677067247;3,134254498;1.34;Mid stage;93;89;118;664.34;1.28;105;6.72
19.99;89.36;49,70%;2,032632684;3,409676287;1.08;Mid stage;90;44;68;504.6;3.62;105;5.58
23.07;62.1;12,10%;3,374724925;7,567916177;0.86;Mid stage;87;78;92;564.1;2.53;105;4.97
23.34;86.28;33,46%;3,873627188;1,802830341;1.49;Mid stage;83;41;107;232.77;1.33;105;5.83
31.26;92.53;31,10%;3,429751139;4,122283826;1.44;Mid stage;109;107;65;11.94;2.63;105;4.43
21.7;63.75;68,72%;7,531638224;5,938694985;1.06;Mid stage;65;47;111;297.75;2.94;105;5.58
24.61;79.59;12,04%;1,045053056;2,329109828;1.24;Mid stage;103;54;104;452.51;1.58;105;5.03
29.36;75.81;54,71%;5,547972695;1,236296557;0.89;Mid stage;113;106;125;565.66;3.12;105;2.66
29.42;87.95;35,51%;8,694925003;3,091084095;1.15;Mid stage;91;60;50;9.82;1.99;105;4.5
28.5;81.82;15,76%;1,038879195;0,644354484;1.03;Mid stage;63;61;112;424.91;2.41;105;4.22
22.03;69.74;32,94%;4,125144127;3,398110037;1.27;Mid stage;98;77;59;220.14;3.65;105;3.57
24.93;60.05;19,42%;5,186028883;4,136115677;1.04;Mid stage;115;65;50;745.69;3.09;105;4.84
20.61;76.9;14,17%;8,288784635;4,267578161;0.83;Mid stage;110;104;73;352.01;4.05;105;4.55
20.64;91.29;51,64%;8,087543711;0,544218086;1.02;Mid stage;98;106;52;168.54;3.22;105;2.4
24.1;91.69;13,43%;3,342734839;1,468217874;0.88;Mid stage;109;91;68;155.68;2.63;105;4.95
28.34;64.39;12,69%;2,967737423;7,538474979;1.48;Mid stage;74;78;69;349.06;2.88;105;6.35
25.37;90.12;36,71%;7,739576448;8,522734402;1.36;Mid stage;62;65;104;442.43;1.1;105;4.18
30.41;61.21;19,57%;1,728892403;2,601588868;1.47;Mid stage;95;77;135;263.13;3.41;105;5.33
29.63;63.23;37,88%;9,279495995;6,857141189;1.13;Mid stage;105;70;92;517.53;2.25;105;5.38
18.44;93.82;33,23%;9,468313025;4,809872468;1.13;Mid stage;83;76;78;428.86;2.53;105;2.78
25.96;73.54;17,93%;6,234169233;6,163335105;0.98;Mid stage;72;109;94;471.74;1.99;105;2.56
26.53;62.48;49,10%;2,414666784;4,236687653;0.92;Mid stage;69;43;48;649.86;4.09;105;5.89
31.46;76.47;49,68%;1,043954359;6,132094098;0.92;Mid stage;114;65;61;265.96;1.68;105;3.84
18.33;61.61;49,39%;2,595744548;7,596275972;1.09;Mid stage;91;89;136;172.54;3.78;105;4.44
25.44;60.57;62,15%;3,405921434;6,870934596;1.31;Mid stage;82;97;63;255.24;1.75;105;2.85
20.87;79.66;12,39%;4,865734223;4,928119531;1.27;Mid stage;60;42;128;209.35;3.82;105;3.42
18.75;67.39;13,61%;5,732822133;3,433336167;1.38;Mid stage;93;95;46;223.65;3.9;105;2.03
26.22;81.77;42,34%;0,501613537;4,445804619;1.38;Mid stage;95;105;54;274.28;3.91;105;6
28.82;71.71;39,03%;1,227436382;2,446889026;0.93;Mid stage;94;92;77;623.21;1.35;105;2.33
28.85;64.64;69,45%;9,485539092;5,060495972;1.48;Mid stage;95;94;119;672.7;3.71;105;2.27
18.42;94.45;32,74%;2,708874493;5,212123242;1.22;Mid stage;60;70;131;503.28;1.66;105;6.05
23.7;68.75;34,57%;9,698241203;3,568094824;1.36;Mid stage;104;63;40;684.13;1.18;105;3.17
18.62;62.17;60,47%;9,052767018;0,067808798;1.03;Mid stage;89;100;109;61.93;2.98;105;6.03
21.47;69.76;48,14%;0,103043232;3,146375306;1.01;Mid stage;104;45;68;178.96;2.76;105;3.65
20.7;68.81;16,12%;3,460458318;2,074287343;0.85;Mid stage;76;81;119;534.44;3.73;105;2.47
21.01;70.49;15,34%;1,984979927;5,647362432;1.12;Mid stage;62;43;77;684.62;3.71;105;6.23
22.75;72.45;42,66%;6,066089234;8,572108736;1.39;Mid stage;63;78;105;457.14;2.24;105;6.33
21.88;88.18;35,01%;7,568292239;2,815806717;1.28;Mid stage;93;109;117;488.94;1.53;105;5.65
31.47;62.09;54,66%;1,730581778;3,611788464;1.49;Mid stage;107;102;86;203.45;1.68;105;6.91
22.93;72.41;48,43%;1,854468017;6,899937437;1.47;Mid stage;81;43;121;338.42;1.24;105;6.35
30.52;63.63;12,02%;2,542018211;8,349169513;1.09;Mid stage;94;55;74;251.39;1.9;105;5.19
20.53;94.38;12,98%;3,072023457;4,908052349;1.1;Mid stage;89;43;63;53.51;1.3;105;6.15
28.69;65.04;60,70%;2,357426461;6,413420682;1.3;Mid stage;119;63;99;427.74;3.99;105;4.46
18.86;76.77;21,55%;6,685515415;8,103375973;0.91;Mid stage;117;79;94;363.84;1.48;105;2.38
24.48;76.8;45,04%;5,627164218;0,800193754;1.41;Mid stage;109;77;92;301.28;1.43;105;6.02
18.08;87.34;66,55%;7,161045641;3,530772845;1.46;Mid stage;106;40;59;607.53;1.38;105;3.66
29.34;69.53;68,06%;7,066109888;0,556261519;1.27;Mid stage;76;75;119;716.93;3.3;105;2.53
31.31;85.82;60,97%;0,940816176;1,019756909;0.88;Mid stage;61;104;128;528.38;2.17;105;3.25
18.49;60.92;63,56%;4,136259345;0,809605346;0.99;Mid stage;89;86;50;50.89;1.93;105;2.66
31.07;92.45;64,49%;6,139251144;2,356676934;1.06;Mid stage;87;41;121;54.21;1.85;105;3.27
28.83;63.46;16,44%;4,251498073;0,060115601;1.39;Mid stage;78;86;118;16.82;3.18;105;6.01
23.02;76.83;61,72%;0,868401867;1,073903886;1.06;Mid stage;99;92;55;231.51;3.53;105;5.89
